Min,Max,Mean,Std,Var,Skew,Kurtosis,RMS,Crest Factor,Shape Factor,Peak Value,Peak to Peak Value,Impulse Factor,Zero Crossing Rate,Fault
-0.24634,0.39221,0.03202,0.09469,0.00897,0.12466,0.20927,0.03202,12.25068,0.40788,0.39221,0.63855,4.99679,0.16282,Ball
-0.26504,0.38482,0.03279,0.10724,0.0115,0.09541,-0.17816,0.03279,11.7349,0.36721,0.38482,0.64985,4.3092,0.15188,Ball
-0.21203,0.30284,0.03027,0.08371,0.00701,0.06604,-0.24253,0.03027,10.00435,0.42399,0.30284,0.51487,4.24176,0.16039,Ball
-0.25517,0.25538,0.02957,0.07619,0.00581,-0.09125,0.0665,0.02957,8.63533,0.45175,0.25538,0.51055,3.90102,0.17861,Ball
-0.21347,0.31948,0.03011,0.08142,0.00663,-0.00843,-0.09896,0.03011,10.61218,0.43094,0.31948,0.53295,4.57324,0.1531,Ball
-0.24429,0.29627,0.02983,0.08343,0.00696,-0.02637,-0.17012,0.02983,9.93093,0.41847,0.29627,0.54055,4.15582,0.17132,Ball
-0.25476,0.27921,0.03078,0.08463,0.00716,0.02581,-0.02403,0.03078,9.07091,0.4278,0.27921,0.53398,3.88057,0.14885,Ball
-0.28723,0.29195,0.03102,0.09475,0.00898,-0.05547,-0.32454,0.03102,9.41033,0.38281,0.29195,0.57918,3.60238,0.14459,Ball
-0.24223,0.28065,0.03076,0.07778,0.00605,-0.0215,-0.0126,0.03076,9.12422,0.45785,0.28065,0.52288,4.1775,0.16403,Ball
-0.26195,0.31907,0.0299,0.08825,0.00779,0.05966,-0.03599,0.0299,10.67082,0.40457,0.31907,0.58103,4.31712,0.16221,Ball
-0.25456,0.30551,0.03292,0.10003,0.01001,-0.13632,-0.41537,0.03292,9.28036,0.37809,0.30551,0.56007,3.50884,0.13123,Ball
-0.34989,0.31702,0.03268,0.08801,0.00775,-0.03535,-0.00841,0.03268,10.70554,0.43194,0.34989,0.66691,4.6241,0.15249,Ball
-0.21655,0.31702,0.03185,0.07841,0.00615,0.08038,-0.06831,0.03185,9.95445,0.47194,0.31702,0.53357,4.69793,0.17315,Ball
-0.2034,0.25004,0.03218,0.0788,0.00621,0.04788,-0.23431,0.03218,7.77054,0.4738,0.25004,0.45344,3.68168,0.17679,Ball
-0.20874,0.29955,0.0284,0.07875,0.0062,0.09184,0.3574,0.0284,10.54632,0.43144,0.29955,0.50829,4.55009,0.16586,Ball
-0.23442,0.31578,0.03064,0.085,0.00722,0.05344,-0.24772,0.03064,10.30728,0.42173,0.31578,0.55021,4.34685,0.1616,Ball
-0.27058,0.37311,0.03137,0.09679,0.00937,0.17318,0.10429,0.03137,11.89384,0.38949,0.37311,0.64369,4.63254,0.14885,Ball
-0.23525,0.29051,0.02965,0.08622,0.00743,0.12716,-0.03369,0.02965,9.79931,0.41298,0.29051,0.52576,4.04695,0.16525,Ball
-0.31948,0.54076,0.02994,0.09439,0.00891,0.13027,0.92969,0.02994,18.05851,0.38588,0.54076,0.86024,6.96838,0.17072,Ball
-0.35379,0.42529,0.02959,0.11325,0.01283,-0.01065,0.08264,0.02959,14.37233,0.31751,0.42529,0.77908,4.56338,0.14945,Ball
-0.30592,0.38954,0.02895,0.10485,0.01099,-0.02028,0.00904,0.02895,13.45609,0.3331,0.38954,0.69546,4.48219,0.17375,Ball
-0.61739,0.66896,0.02975,0.18119,0.03283,0.08422,1.02343,0.02975,22.48306,0.21457,0.66896,1.28635,4.82419,0.18165,Ball
-0.51281,0.60835,0.02983,0.15311,0.02344,0.03335,0.42685,0.02983,20.39087,0.24403,0.60835,1.12117,4.976,0.18591,Ball
-0.57199,0.59212,0.02842,0.15701,0.02465,-0.03908,0.83019,0.02842,20.83114,0.23112,0.59212,1.16411,4.81457,0.19623,Ball
-0.42693,0.46001,0.0292,0.12604,0.01589,0.0691,0.1891,0.0292,15.75372,0.2875,0.46001,0.88695,4.52925,0.1774,Ball
-0.49494,0.81976,0.0293,0.13945,0.01945,0.1432,1.36439,0.0293,27.98246,0.2659,0.81976,1.3147,7.44052,0.17922,Ball
-0.51199,0.52822,0.02915,0.1409,0.01985,-0.10703,0.37486,0.02915,18.123,0.25699,0.52822,1.04022,4.65745,0.19077,Ball
-0.49535,0.53706,0.03042,0.13835,0.01914,-0.01747,0.45337,0.03042,17.65752,0.2764,0.53706,1.03241,4.88062,0.17922,Ball
-0.44748,0.50686,0.03144,0.12841,0.01649,-0.06329,0.3498,0.03144,16.11945,0.30003,0.50686,0.95434,4.83624,0.16282,Ball
-0.3881,0.63691,0.02946,0.13212,0.01746,0.37399,1.29209,0.02946,21.6221,0.28591,0.63691,1.02501,6.18206,0.16707,Ball
-0.42529,0.48939,0.03016,0.11327,0.01283,0.0312,0.54481,0.03016,16.22554,0.32771,0.48939,0.91468,5.3173,0.18955,Ball
-0.2673,0.35194,0.03073,0.09937,0.00987,0.04488,-0.04134,0.03073,11.45345,0.37116,0.35194,0.61924,4.25109,0.17558,Ball
-0.2938,0.3692,0.02949,0.11037,0.01218,0.0121,-0.1901,0.02949,12.51941,0.32284,0.3692,0.663,4.04179,0.17375,Ball
-0.25908,0.3542,0.0315,0.09466,0.00896,0.03553,-0.25482,0.0315,11.24324,0.39106,0.3542,0.61328,4.39677,0.15067,Ball
-0.25579,0.37126,0.02986,0.10226,0.01046,0.05124,-0.12464,0.02986,12.43524,0.35193,0.37126,0.62705,4.37638,0.14034,Ball
-0.22312,0.28188,0.02835,0.0888,0.00789,0.01166,-0.21671,0.02835,9.94264,0.3801,0.28188,0.50501,3.77917,0.17072,Ball
-0.26976,0.30161,0.02744,0.08852,0.00784,-0.07801,0.09597,0.02744,10.9928,0.36845,0.30161,0.57137,4.0503,0.15614,Ball
-0.32236,0.35338,0.02939,0.09718,0.00944,-0.17535,0.27487,0.02939,12.02506,0.362,0.35338,0.67574,4.35308,0.12758,Ball
-0.2751,0.29565,0.02774,0.08992,0.00809,-0.13589,-0.02605,0.02774,10.65888,0.3685,0.29565,0.57075,3.92776,0.14459,Ball
-0.20237,0.34373,0.02934,0.07741,0.00599,0.13049,-0.028,0.02934,11.71667,0.44465,0.34373,0.5461,5.20986,0.15978,Ball
-0.23422,0.28723,0.02949,0.08326,0.00693,0.08204,-0.11843,0.02949,9.74018,0.4212,0.28723,0.52144,4.10258,0.18165,Ball
-0.20196,0.2975,0.02821,0.07578,0.00574,-0.02806,0.03437,0.02821,10.54727,0.43303,0.2975,0.49946,4.5673,0.15978,Ball
-0.21182,0.29318,0.0295,0.08296,0.00688,0.18483,-0.0579,0.0295,9.93937,0.42352,0.29318,0.50501,4.20957,0.17011,Ball
-0.23257,0.28825,0.02895,0.08642,0.00747,-0.0626,-0.19352,0.02895,9.95864,0.39325,0.28825,0.52083,3.91628,0.15431,Ball
-0.20669,0.27819,0.02687,0.08477,0.00719,0.0798,-0.26786,0.02687,10.35191,0.37484,0.27819,0.48487,3.88033,0.15857,Ball
-0.27038,0.32749,0.02693,0.08778,0.00771,0.00114,0.11123,0.02693,12.15914,0.36825,0.32749,0.59787,4.47759,0.16707,Ball
-0.26627,0.29627,0.0264,0.09754,0.00951,0.13457,-0.2008,0.0264,11.22052,0.32916,0.29627,0.56253,3.69337,0.14277,Ball
-0.27962,0.30798,0.02553,0.09278,0.00861,-0.06804,-0.02923,0.02553,12.06164,0.33082,0.30798,0.5876,3.99024,0.14459,Ball
-0.22929,0.27182,0.02812,0.07986,0.00638,0.03691,-0.20441,0.02812,9.66782,0.41242,0.27182,0.5011,3.98716,0.16707,Ball
-0.23134,0.26216,0.02544,0.08286,0.00687,0.08589,-0.14112,0.02544,10.30582,0.37064,0.26216,0.4935,3.81971,0.18408,Ball
-0.25148,0.27038,0.02521,0.08023,0.00644,-0.10663,0.02725,0.02521,10.72414,0.3733,0.27038,0.52185,4.00333,0.17497,Ball
-0.26709,0.35687,0.02539,0.09191,0.00845,-0.00786,-0.05689,0.02539,14.05454,0.33087,0.35687,0.62397,4.65018,0.15188,Ball
-0.26483,0.30695,0.02495,0.09306,0.00866,0.01641,-0.09832,0.02495,12.30048,0.32438,0.30695,0.57178,3.99007,0.1367,Ball
-0.24552,0.32133,0.02526,0.08471,0.00718,0.02772,-0.01232,0.02526,12.7201,0.356,0.32133,0.56685,4.52831,0.17132,Ball
-0.226,0.29709,0.02633,0.08819,0.00778,-0.0175,-0.16464,0.02633,11.28477,0.35591,0.29709,0.52309,4.01641,0.16464,Ball
-0.29914,0.33551,0.02527,0.10479,0.01098,-0.08215,-0.31391,0.02527,13.27878,0.28842,0.33551,0.63465,3.82989,0.14702,Ball
-0.58863,0.54569,0.02384,0.14382,0.02068,0.13617,0.64333,0.02384,24.69052,0.21263,0.58863,1.13431,5.24987,0.1853,Ball
-0.4294,0.38091,0.02699,0.10874,0.01182,-0.03671,0.29732,0.02699,15.90949,0.30441,0.4294,0.81031,4.84308,0.19016,Ball
-0.422,0.5763,0.02575,0.12823,0.01644,0.04519,0.75788,0.02575,22.38104,0.25193,0.5763,0.9983,5.63851,0.18104,Ball
-0.38173,0.42961,0.02649,0.11737,0.01378,-0.01949,0.26645,0.02649,16.22015,0.27786,0.42961,0.81134,4.50688,0.18408,Ball
-0.29524,0.36776,0.02796,0.09833,0.00967,-0.03402,-0.01429,0.02796,13.1509,0.3396,0.36776,0.663,4.46605,0.17375,Ball
-0.38502,0.41789,0.02752,0.12341,0.01523,-0.03932,0.0117,0.02752,15.18406,0.27396,0.41789,0.80292,4.15977,0.16768,Ball
-0.26668,0.34907,0.02956,0.09968,0.00994,0.0281,-0.03671,0.02956,11.81062,0.35646,0.34907,0.61575,4.21006,0.17436,Ball
-0.25785,0.29524,0.0312,0.08733,0.00763,-0.00514,-0.01733,0.0312,9.46215,0.4216,0.29524,0.55308,3.98925,0.16829,Ball
-0.33941,0.36756,0.02904,0.10118,0.01024,-0.08358,0.08201,0.02904,12.65582,0.34596,0.36756,0.70697,4.37843,0.14216,Ball
-0.21491,0.34105,0.03006,0.09495,0.00902,0.0546,-0.41464,0.03006,11.3456,0.3729,0.34105,0.55596,4.23079,0.14885,Ball
-0.20504,0.27367,0.0315,0.08024,0.00644,0.10933,-0.14231,0.0315,8.68643,0.46104,0.27367,0.47871,4.00481,0.15796,Ball
-0.23751,0.26483,0.03031,0.08275,0.00685,-0.08437,-0.13435,0.03031,8.73733,0.42761,0.26483,0.50234,3.7362,0.16768,Ball
-0.2034,0.28805,0.03132,0.07961,0.00634,-0.03252,-0.224,0.03132,9.19832,0.45526,0.28805,0.49145,4.18764,0.16707,Ball
-0.21429,0.31209,0.03138,0.07856,0.00617,0.05022,0.20516,0.03138,9.94556,0.46658,0.31209,0.52637,4.64036,0.15978,Ball
-0.25826,0.29585,0.0309,0.09017,0.00813,-0.05228,0.19143,0.0309,9.57487,0.41124,0.29585,0.55411,3.93755,0.14885,Ball
-0.23586,0.31989,0.02901,0.08834,0.0078,0.10917,-0.02917,0.02901,11.02559,0.39302,0.31989,0.55575,4.33329,0.17315,Ball
-0.24613,0.30633,0.03013,0.08399,0.00706,0.06568,0.10967,0.03013,10.16811,0.42344,0.30633,0.55247,4.30561,0.15371,Ball
-0.26853,0.40577,0.02808,0.10268,0.01054,0.06362,-0.35007,0.02808,14.45066,0.32373,0.40577,0.6743,4.6781,0.1288,Ball
-0.27531,0.40659,0.02841,0.10465,0.01095,0.11406,0.0134,0.02841,14.31418,0.32929,0.40659,0.6819,4.71349,0.13366,Ball
-0.17565,0.17983,0.01431,0.05937,0.00352,-0.22138,-0.16157,0.01431,12.56555,0.29141,0.17983,0.35548,3.66172,0.21932,Normal
-0.21508,0.19923,0.01384,0.06516,0.00425,-0.25159,-0.04177,0.01384,15.54153,0.25796,0.21508,0.41431,4.00903,0.20899,Normal
-0.21508,0.18775,0.01307,0.06324,0.004,-0.31331,0.08182,0.01307,16.45394,0.2505,0.21508,0.40284,4.12176,0.19988,Normal
-0.1936,0.20528,0.01518,0.06518,0.00425,-0.14127,-0.2277,0.01518,13.52515,0.27925,0.20528,0.39887,3.7769,0.1853,Normal
-0.23699,0.22447,0.0126,0.06367,0.00405,-0.13766,0.01888,0.0126,18.80859,0.24152,0.23699,0.46146,4.54269,0.19927,Normal
-0.18442,0.19735,0.01251,0.0621,0.00386,-0.15647,-0.18805,0.01251,15.77721,0.24266,0.19735,0.38177,3.82857,0.1938,Normal
-0.20236,0.21237,0.01511,0.0633,0.00401,-0.28052,-0.00416,0.01511,14.05787,0.28605,0.21237,0.41473,4.02123,0.18894,Normal
-0.17607,0.18191,0.01234,0.06192,0.00383,-0.14825,-0.27683,0.01234,14.73929,0.24027,0.18191,0.35798,3.54144,0.18894,Normal
-0.18421,0.19693,0.01465,0.06159,0.00379,-0.13634,-0.1129,0.01465,13.44092,0.28851,0.19693,0.38114,3.87789,0.19745,Normal
-0.19672,0.19318,0.01485,0.06187,0.00383,-0.14837,-0.00474,0.01485,13.24927,0.29119,0.19672,0.3899,3.85803,0.20292,Normal
-0.18024,0.19568,0.01172,0.06228,0.00388,-0.23983,-0.19129,0.01172,16.69007,0.228,0.19568,0.37592,3.80527,0.19745,Normal
-0.20444,0.19067,0.01287,0.06569,0.00432,-0.16522,-0.10008,0.01287,15.88881,0.23776,0.20444,0.39512,3.7777,0.18104,Normal
-0.19422,0.18191,0.01298,0.0632,0.00399,-0.20367,-0.22402,0.01298,14.96554,0.24723,0.19422,0.37613,3.69998,0.19988,Normal
-0.22718,0.20257,0.01129,0.06618,0.00438,-0.20973,-0.01593,0.01129,20.1284,0.20904,0.22718,0.42975,4.20764,0.18955,Normal
-0.20277,0.23699,0.0139,0.0669,0.00448,-0.11193,0.0145,0.0139,17.05186,0.25331,0.23699,0.43976,4.31938,0.19623,Normal
-0.22927,0.20423,0.01143,0.06305,0.00398,-0.19788,-0.06987,0.01143,20.05915,0.22079,0.22927,0.4335,4.42882,0.21324,Normal
-0.18817,0.19902,0.01265,0.06475,0.00419,-0.13269,-0.104,0.01265,15.731,0.23756,0.19902,0.38719,3.73707,0.19259,Normal
-0.18233,0.19234,0.01291,0.06043,0.00365,-0.1598,0.00626,0.01291,14.90046,0.25875,0.19234,0.37467,3.85556,0.18834,Normal
-0.22927,0.22343,0.01608,0.06669,0.00445,-0.24773,0.11105,0.01608,14.25979,0.29264,0.22927,0.4527,4.17295,0.18955,Normal
-0.19255,0.19464,0.01408,0.06181,0.00382,-0.12667,-0.14992,0.01408,13.81998,0.27393,0.19464,0.38719,3.78577,0.20535,Normal
-0.17795,0.17023,0.01432,0.06005,0.00361,-0.19788,-0.14636,0.01432,12.43051,0.28932,0.17795,0.34818,3.5964,0.20413,Normal
-0.20048,0.23615,0.0151,0.06389,0.00408,-0.08873,-0.07239,0.0151,15.63659,0.28743,0.23615,0.43663,4.49448,0.18955,Normal
-0.16668,0.17086,0.01303,0.06345,0.00403,-0.25736,-0.265,0.01303,13.11407,0.24592,0.17086,0.33754,3.22504,0.18226,Normal
-0.21738,0.17461,0.01553,0.06233,0.00388,-0.26607,-0.16569,0.01553,13.99879,0.29697,0.21738,0.39199,4.15723,0.19077,Normal
-0.17378,0.19589,0.01474,0.06342,0.00402,-0.11633,-0.16194,0.01474,13.29406,0.2802,0.19589,0.36967,3.72506,0.19684,Normal
-0.276,0.20194,0.01412,0.065,0.00423,-0.30978,0.161,0.01412,19.54599,0.26266,0.276,0.47794,5.134,0.19016,Normal
-0.18004,0.18421,0.01482,0.06029,0.00363,-0.07942,-0.31843,0.01482,12.42588,0.29519,0.18421,0.36424,3.66805,0.21324,Normal
-0.1694,0.1792,0.01403,0.06214,0.00386,-0.20061,-0.32129,0.01403,12.77675,0.27003,0.1792,0.3486,3.45014,0.20109,Normal
-0.17774,0.19735,0.01375,0.0658,0.00433,-0.23369,-0.16397,0.01375,14.3554,0.2528,0.19735,0.37509,3.62911,0.18469,Normal
-0.2616,0.20298,0.01453,0.06247,0.0039,-0.23221,0.34283,0.01453,18.00712,0.284,0.2616,0.46459,5.11403,0.20838,Normal
-0.24304,0.20423,0.01104,0.06634,0.0044,-0.22384,-0.03731,0.01104,22.01646,0.20324,0.24304,0.44727,4.47468,0.18712,Normal
-0.18755,0.18483,0.01127,0.06117,0.00374,-0.08451,-0.29879,0.01127,16.63467,0.22326,0.18755,0.37238,3.71381,0.2096,Normal
-0.19318,0.17336,0.01158,0.06171,0.00381,-0.25673,-0.02545,0.01158,16.68468,0.22899,0.19318,0.36654,3.82062,0.20595,Normal
-0.24784,0.17795,0.01147,0.06604,0.00436,-0.22319,-0.19142,0.01147,21.60095,0.20955,0.24784,0.42578,4.5264,0.18651,Normal
-0.22238,0.17691,0.012,0.06339,0.00402,-0.28313,-0.0876,0.012,18.53776,0.22946,0.22238,0.39929,4.25364,0.18834,Normal
-0.17232,0.21967,0.01119,0.06118,0.00374,-0.20899,-0.19011,0.01119,19.63987,0.22225,0.21967,0.39199,4.3649,0.19198,Normal
-0.18859,0.19339,0.01165,0.06407,0.00411,-0.19813,-0.07738,0.01165,16.60491,0.22089,0.19339,0.38197,3.66781,0.20292,Normal
-0.19422,0.18838,0.01012,0.06224,0.00387,-0.13456,-0.1603,0.01012,19.18794,0.19961,0.19422,0.3826,3.83015,0.20838,Normal
-0.21174,0.16501,0.0109,0.0618,0.00382,-0.12829,-0.25047,0.0109,19.42979,0.21322,0.21174,0.37676,4.14286,0.18955,Normal
-0.22468,0.23532,0.00759,0.06525,0.00426,-0.06132,0.03868,0.00759,31.01769,0.14483,0.23532,0.46,4.49223,0.19866,Normal
-0.2009,0.19902,0.01016,0.06478,0.0042,-0.16622,-0.25257,0.01016,19.7727,0.19068,0.2009,0.39992,3.77034,0.18104,Normal
-0.23073,0.22614,0.01119,0.06656,0.00443,-0.21938,0.18284,0.01119,20.61461,0.20801,0.23073,0.45687,4.28811,0.1938,Normal
-0.19652,0.19985,0.00951,0.06334,0.00401,-0.12594,-0.10515,0.00951,21.02547,0.18408,0.19985,0.39637,3.87036,0.19563,Normal
-0.26661,0.22384,0.01153,0.06526,0.00426,-0.13461,0.16182,0.01153,23.12906,0.21911,0.26661,0.49045,5.06784,0.19988,Normal
-0.16522,0.17357,0.01139,0.06026,0.00363,-0.20588,-0.1207,0.01139,15.23582,0.23104,0.17357,0.33879,3.52007,0.20352,Normal
-0.1865,0.21508,0.00921,0.06125,0.00375,-0.13672,-0.1829,0.00921,23.3525,0.18355,0.21508,0.40158,4.28637,0.20231,Normal
-0.27224,0.21404,0.01073,0.06256,0.00391,-0.27848,0.2492,0.01073,25.37993,0.21159,0.27224,0.48628,5.37012,0.20717,Normal
-0.20111,0.21863,0.0106,0.06245,0.0039,-0.12485,-0.05352,0.0106,20.63333,0.20825,0.21863,0.41973,4.29695,0.19745,Normal
-0.24241,0.20611,0.00936,0.0659,0.00434,-0.20361,0.31581,0.00936,25.89354,0.17653,0.24241,0.44852,4.57106,0.18773,Normal
-0.17941,0.17211,0.01198,0.06183,0.00382,-0.24316,-0.27924,0.01198,14.97155,0.23267,0.17941,0.35152,3.48344,0.18955,Normal
-0.20236,0.20674,0.00995,0.06216,0.00386,-0.2607,-0.08052,0.00995,20.77124,0.19601,0.20674,0.40909,4.07142,0.20352,Normal
-0.22009,0.20882,0.00973,0.06419,0.00412,-0.19928,0.12166,0.00973,22.61755,0.18898,0.22009,0.42891,4.27424,0.20352,Normal
-0.18337,0.21738,0.01114,0.0636,0.00405,-0.13053,-0.22494,0.01114,19.52141,0.21234,0.21738,0.40075,4.1452,0.2017,Normal
-0.19443,0.19526,0.0108,0.06309,0.00398,-0.18533,-0.04723,0.0108,18.07603,0.20922,0.19526,0.38969,3.78179,0.18712,Normal
-0.17732,0.20716,0.01005,0.06134,0.00376,-0.06635,-0.08947,0.01005,20.60509,0.20143,0.20716,0.38448,4.15046,0.1932,Normal
-0.19985,0.1744,0.01049,0.06186,0.00383,-0.22903,-0.12389,0.01049,19.05304,0.20682,0.19985,0.37426,3.94061,0.21081,Normal
-0.20736,0.17461,0.01141,0.06383,0.00407,-0.21453,-0.23759,0.01141,18.16846,0.21572,0.20736,0.38197,3.91936,0.19623,Normal
-0.2253,0.21049,0.00999,0.06626,0.00439,-0.17739,-0.02198,0.00999,22.55109,0.18605,0.2253,0.4358,4.19552,0.18591,Normal
-0.22072,0.20027,0.0126,0.06389,0.00408,-0.27086,-0.03125,0.0126,17.5168,0.23933,0.22072,0.42099,4.1923,0.19563,Normal
-0.21508,0.24596,0.00957,0.06477,0.0042,-0.05415,0.11295,0.00957,25.69219,0.18317,0.24596,0.46104,4.70616,0.18651,Normal
-0.20277,0.21696,0.00956,0.06319,0.00399,-0.23751,-0.05139,0.00956,22.6881,0.18458,0.21696,0.41973,4.18775,0.19137,Normal
-0.20882,0.20507,0.00947,0.06225,0.00387,0.0295,0.1491,0.00947,22.05212,0.19054,0.20882,0.41389,4.20183,0.21324,Normal
-0.24554,0.19047,0.00833,0.06363,0.00405,-0.22168,-0.03497,0.00833,29.46886,0.16077,0.24554,0.43601,4.73759,0.19016,Normal
-0.21216,0.20048,0.00924,0.06518,0.00425,-0.27578,-0.22188,0.00924,22.97122,0.17226,0.21216,0.41264,3.95696,0.18408,Normal
-0.17419,0.19735,0.01021,0.06419,0.00412,-0.14081,-0.23785,0.01021,19.33369,0.1948,0.19735,0.37154,3.76611,0.19441,Normal
-0.19276,0.19631,0.00798,0.06051,0.00366,-0.09487,-0.21932,0.00798,24.59955,0.16158,0.19631,0.38907,3.97476,0.19137,Normal
-0.19756,0.18817,0.01039,0.06165,0.0038,-0.221,-0.06479,0.01039,19.00674,0.2052,0.19756,0.38573,3.90027,0.19441,Normal
-0.19547,0.19839,0.00959,0.06241,0.0039,-0.17374,-0.10511,0.00959,20.69004,0.18902,0.19839,0.39387,3.91074,0.2017,Normal
-0.21508,0.17857,0.00984,0.06199,0.00384,-0.27991,0.02508,0.00984,21.8641,0.19484,0.21508,0.39366,4.26011,0.21324,Normal
-0.19902,0.18379,0.01037,0.0628,0.00394,-0.22993,-0.1161,0.01037,19.19428,0.20206,0.19902,0.38281,3.87836,0.20292,Normal
-0.16481,0.20528,0.01001,0.06169,0.00381,-0.11847,-0.23916,0.01001,20.51012,0.19861,0.20528,0.37008,4.07357,0.20778,Normal
-0.1936,0.24179,0.01056,0.0648,0.0042,-0.04316,0.16067,0.01056,22.89293,0.20197,0.24179,0.43538,4.62366,0.1932,Normal
-0.19756,0.18901,0.01098,0.06703,0.00449,-0.21388,-0.20765,0.01098,17.99001,0.19938,0.19756,0.38656,3.58681,0.1853,Normal
-0.21863,0.35924,0.01325,0.06719,0.00451,0.1125,0.65898,0.01325,27.11915,0.2431,0.35924,0.57786,6.59265,0.1932,Normal
-0.20799,0.17565,0.00886,0.06415,0.00412,-0.18292,-0.19898,0.00886,23.48266,0.16829,0.20799,0.38364,3.95189,0.18773,Normal
-0.20757,0.22155,0.01157,0.06201,0.00385,-0.23551,0.0013,0.01157,19.14708,0.2274,0.22155,0.42912,4.354,0.19623,Normal
-0.19798,0.18004,0.01152,0.06648,0.00442,-0.15564,-0.20133,0.01152,17.19093,0.21129,0.19798,0.37801,3.63222,0.1853,Normal
-0.23177,0.18796,0.01056,0.06284,0.00395,-0.09596,-0.06763,0.01056,21.94403,0.20634,0.23177,0.41973,4.52792,0.19866,Normal
-0.19026,0.20361,0.01184,0.06182,0.00382,-0.22506,-0.10772,0.01184,17.19723,0.2322,0.20361,0.39387,3.99312,0.19137,Normal
-0.19151,0.21967,0.01039,0.06145,0.00378,-0.1064,0.02814,0.01039,21.13318,0.21023,0.21967,0.41118,4.44287,0.21142,Normal
-0.18233,0.17628,0.01136,0.06029,0.00364,-0.19417,-0.25969,0.01136,16.04922,0.2265,0.18233,0.35861,3.63512,0.1932,Normal
-0.16564,0.23052,0.01324,0.06118,0.00374,0.01086,-0.24932,0.01324,17.41124,0.2601,0.23052,0.39616,4.52863,0.19198,Normal
-0.19652,0.16501,0.00895,0.062,0.00384,-0.27444,-0.11927,0.00895,21.9448,0.17752,0.19652,0.36153,3.89567,0.19927,Normal
-0.17106,0.20048,0.00926,0.06336,0.00401,-0.05458,-0.33077,0.00926,21.64545,0.17901,0.20048,0.37154,3.87485,0.19259,Normal
-0.2009,0.17211,0.0102,0.06241,0.0039,-0.23845,-0.22115,0.0102,19.69506,0.19876,0.2009,0.373,3.91467,0.19563,Normal
-0.18921,0.17252,0.01027,0.06511,0.00424,-0.21967,-0.19296,0.01027,18.43136,0.19324,0.18921,0.36174,3.56162,0.1932,Normal
-0.19234,0.18254,0.01077,0.06367,0.00405,-0.09606,-0.19232,0.01077,17.86477,0.20682,0.19234,0.37488,3.69473,0.19623,Normal
-0.21362,0.16272,0.00983,0.05946,0.00354,-0.28902,-0.029,0.00983,21.73722,0.20104,0.21362,0.37634,4.37015,0.20474,Normal
-0.21487,0.20778,0.01025,0.06607,0.00437,-0.21953,0.04409,0.01025,20.9653,0.19134,0.21487,0.42265,4.01142,0.1932,Normal
-0.2614,0.18984,0.00958,0.06437,0.00414,-0.27556,0.11426,0.00958,27.29284,0.18234,0.2614,0.45124,4.9767,0.19016,Normal
-0.16794,0.20674,0.01154,0.06167,0.0038,-0.08497,-0.13495,0.01154,17.91685,0.22865,0.20674,0.37467,4.09677,0.1932,Normal
-0.21174,0.20736,0.00981,0.06733,0.00453,-0.03108,-0.14909,0.00981,21.58877,0.18004,0.21174,0.41911,3.88693,0.19077,Normal
-0.17795,0.17816,0.01007,0.06233,0.00389,-0.20325,-0.22339,0.01007,17.69246,0.19708,0.17816,0.35611,3.48688,0.20535,Normal
-0.22322,0.19026,0.01253,0.0642,0.00412,-0.2258,-0.15876,0.01253,17.81782,0.23468,0.22322,0.41348,4.18155,0.1853,Normal
-0.20173,0.16648,0.00919,0.06164,0.0038,-0.24158,-0.06987,0.00919,21.94485,0.18365,0.20173,0.36821,4.03007,0.21142,Normal
-0.22614,0.2155,0.00964,0.06255,0.00391,-0.3192,0.21995,0.00964,23.4682,0.18926,0.22614,0.44164,4.44151,0.20292,Normal
-0.1961,0.17753,0.01044,0.06384,0.00408,-0.19943,-0.03746,0.01044,18.78266,0.20265,0.1961,0.37363,3.8064,0.20474,Normal
-0.2034,0.19276,0.00914,0.06102,0.00372,-0.12336,-0.00166,0.00914,22.24386,0.18483,0.2034,0.39616,4.11131,0.20535,Normal
-0.21654,0.20569,0.01178,0.06403,0.0041,-0.15817,-0.28448,0.01178,18.37662,0.22195,0.21654,0.42224,4.07877,0.18226,Normal
-0.17983,0.23845,0.01307,0.06183,0.00382,-0.17183,-0.04481,0.01307,18.23871,0.25519,0.23845,0.41827,4.6544,0.19259,Normal
-0.17816,0.19506,0.01118,0.06434,0.00414,-0.25302,-0.14624,0.01118,17.44039,0.21117,0.19506,0.37321,3.68283,0.18834,Normal
-0.21049,0.19652,0.01228,0.06379,0.00407,-0.31436,0.00082,0.01228,17.14282,0.23258,0.21049,0.40701,3.9871,0.18469,Normal
-0.18567,0.18504,0.0108,0.06319,0.00399,-0.20818,-0.13645,0.0108,17.19898,0.20937,0.18567,0.37071,3.60099,0.20595,Normal
-0.20903,0.19985,0.01183,0.06425,0.00413,-0.22791,0.07802,0.01183,17.66405,0.22756,0.20903,0.40889,4.01959,0.19441,Normal
-0.21571,0.2082,0.01309,0.06339,0.00402,-0.25593,0.23847,0.01309,16.48343,0.25266,0.21571,0.42391,4.16473,0.20352,Normal
-0.18024,0.20862,0.01248,0.06513,0.00424,-0.05713,-0.2747,0.01248,16.71915,0.23069,0.20862,0.38886,3.85697,0.1853,Normal
-0.17628,0.20361,0.01353,0.06264,0.00392,-0.12238,-0.1313,0.01353,15.04816,0.26253,0.20361,0.37989,3.95055,0.20109,Normal
